"Image id","Path","Extension","Height","Width","Type of Replica","Replica param 1","Replica param 2","Replica of"
"295","rep/441_occlusion__radius_3_size_0.1.jpg","jpg","315.0","440.0","Occluded","3","0.1","264"
"296","rep/441_occlusion__radius_2_size_0.15.jpg","jpg","315.0","440.0","Occluded","2","0.15","264"
"297","src/1339.jpg","jpg","543.0","543.0",,,,
"298","rep/1339_rotate_30.0.jpg","jpg","543.0","543.0","Rotated","30.0",,"297"
"299","rep/1339_rotate_90.0.jpg","jpg","543.0","543.0","Rotated","90.0",,"297"
"300","rep/1339_rotate_180.0.jpg","jpg","543.0","543.0","Rotated","180.0",,"297"
"301","rep/1339_rotate_270.0.jpg","jpg","543.0","543.0","Rotated","270.0",,"297"
"302","rep/1339_cropped_h_0.25.jpg","jpg","543.0","407.0","Cropped_H","0.25",,"297"
"303","rep/1339_cropped_h_0.5.jpg","jpg","543.0","271.0","Cropped_H","0.5",,"297"
"304","rep/1339_cropped_v_0.25.jpg","jpg","407.0","543.0","Cropped_V","0.25",,"297"
"305","rep/1339_cropped_v_0.5.jpg","jpg","271.0","543.0","Cropped_V","0.5",,"297"
"306","rep/1339_comp_0.1.jpg","jpg","543.0","543.0","Compressed","0.1",,"297"
"307","rep/1339_comp_0.3.jpg","jpg","543.0","543.0","Compressed","0.3",,"297"
"308","rep/1339_comp_0.5.jpg","jpg","543.0","543.0","Compressed","0.5",,"297"
"309","rep/1339_comp_0.7.jpg","jpg","543.0","543.0","Compressed","0.7",,"297"
"310","rep/1339_comp__mean_0.0_stdev_0.1.jpg","jpg","543.0","543.0","Gaussian","0.0","0.1","297"
"311","rep/1339_comp__mean_0.0_stdev_0.25.jpg","jpg","543.0","543.0","Gaussian","0.0","0.25","297"
"312","rep/1339_resize_0.5.jpg","jpg","271.0","271.0","Resized","0.5",,"297"
"313","rep/1339_resize_0.8.jpg","jpg","434.0","434.0","Resized","0.8",,"297"
"314","rep/1339_resize_1.2.jpg","jpg","651.0","651.0","Resized","1.2",,"297"
"315","rep/1339_resize_1.5.jpg","jpg","814.0","814.0","Resized","1.5",,"297"
"316","rep/1339_smoothed_kernel_2.jpg","jpg","543.0","543.0","Smoothed","2",,"297"
"317","rep/1339_smoothed_kernel_3.jpg","jpg","543.0","543.0","Smoothed","3",,"297"
"318","rep/1339_gamma_0.25.jpg","jpg","543.0","543.0","Gamma","0.25",,"297"
"319","rep/1339_gamma_0.6.jpg","jpg","543.0","543.0","Gamma","0.6",,"297"
"320","rep/1339_gamma_1.5.jpg","jpg","543.0","543.0","Gamma","1.5",,"297"
"321","rep/1339_gamma_1.8.jpg","jpg","543.0","543.0","Gamma","1.8",,"297"
"322","rep/1339channel_s_0.1.jpg","jpg","543.0","543.0","ChannelS","0.1",,"297"
"323","rep/1339channel_s_-0.1.jpg","jpg","543.0","543.0","ChannelS","-0.1",,"297"
"324","rep/1339channel_v_-0.1.jpg","jpg","543.0","543.0","ChannelV","-0.1",,"297"
"325","rep/1339channel_v_0.1.jpg","jpg","543.0","543.0","ChannelV","0.1",,"297"
"326","rep/1339_h_flipped.jpg","jpg","543.0","543.0","HFlipped",,,"297"
"327","rep/1339_text_15.jpg","jpg","543.0","543.0","Text","15",,"297"
"328","rep/1339_occlusion__radius_3_size_0.1.jpg","jpg","543.0","543.0","Occluded","3","0.1","297"
"329","rep/1339_occlusion__radius_2_size_0.15.jpg","jpg","543.0","543.0","Occluded","2","0.15","297"
"330","src/602.jpg","jpg","500.0","500.0",,,,
"331","rep/602_rotate_30.0.jpg","jpg","500.0","500.0","Rotated","30.0",,"330"
"332","rep/602_rotate_90.0.jpg","jpg","500.0","500.0","Rotated","90.0",,"330"
"333","rep/602_rotate_180.0.jpg","jpg","500.0","500.0","Rotated","180.0",,"330"
"334","rep/602_rotate_270.0.jpg","jpg","500.0","500.0","Rotated","270.0",,"330"
"335","rep/602_cropped_h_0.25.jpg","jpg","500.0","375.0","Cropped_H","0.25",,"330"
"336","rep/602_cropped_h_0.5.jpg","jpg","500.0","250.0","Cropped_H","0.5",,"330"
"337","rep/602_cropped_v_0.25.jpg","jpg","375.0","500.0","Cropped_V","0.25",,"330"
"338","rep/602_cropped_v_0.5.jpg","jpg","250.0","500.0","Cropped_V","0.5",,"330"
"339","rep/602_comp_0.1.jpg","jpg","500.0","500.0","Compressed","0.1",,"330"
"340","rep/602_comp_0.3.jpg","jpg","500.0","500.0","Compressed","0.3",,"330"
"341","rep/602_comp_0.5.jpg","jpg","500.0","500.0","Compressed","0.5",,"330"
"342","rep/602_comp_0.7.jpg","jpg","500.0","500.0","Compressed","0.7",,"330"
"343","rep/602_comp__mean_0.0_stdev_0.1.jpg","jpg","500.0","500.0","Gaussian","0.0","0.1","330"
"344","rep/602_comp__mean_0.0_stdev_0.25.jpg","jpg","500.0","500.0","Gaussian","0.0","0.25","330"
"345","rep/602_resize_0.5.jpg","jpg","250.0","250.0","Resized","0.5",,"330"
"346","rep/602_resize_0.8.jpg","jpg","400.0","400.0","Resized","0.8",,"330"
"347","rep/602_resize_1.2.jpg","jpg","600.0","600.0","Resized","1.2",,"330"
"348","rep/602_resize_1.5.jpg","jpg","750.0","750.0","Resized","1.5",,"330"
"349","rep/602_smoothed_kernel_2.jpg","jpg","500.0","500.0","Smoothed","2",,"330"
"350","rep/602_smoothed_kernel_3.jpg","jpg","500.0","500.0","Smoothed","3",,"330"
"351","rep/602_gamma_0.25.jpg","jpg","500.0","500.0","Gamma","0.25",,"330"
"352","rep/602_gamma_0.6.jpg","jpg","500.0","500.0","Gamma","0.6",,"330"
"353","rep/602_gamma_1.5.jpg","jpg","500.0","500.0","Gamma","1.5",,"330"
"354","rep/602_gamma_1.8.jpg","jpg","500.0","500.0","Gamma","1.8",,"330"
"355","rep/602channel_s_0.1.jpg","jpg","500.0","500.0","ChannelS","0.1",,"330"
"356","rep/602channel_s_-0.1.jpg","jpg","500.0","500.0","ChannelS","-0.1",,"330"
"357","rep/602channel_v_-0.1.jpg","jpg","500.0","500.0","ChannelV","-0.1",,"330"
"358","rep/602channel_v_0.1.jpg","jpg","500.0","500.0","ChannelV","0.1",,"330"
"359","rep/602_h_flipped.jpg","jpg","500.0","500.0","HFlipped",,,"330"
"360","rep/602_text_15.jpg","jpg","500.0","500.0","Text","15",,"330"
"361","rep/602_occlusion__radius_3_size_0.1.jpg","jpg","500.0","500.0","Occluded","3","0.1","330"
"362","rep/602_occlusion__radius_2_size_0.15.jpg","jpg","500.0","500.0","Occluded","2","0.15","330"
"363","src/1095.jpg","jpg","248.0","540.0",,,,
"364","rep/1095_rotate_30.0.jpg","jpg","248.0","540.0","Rotated","30.0",,"363"
"365","rep/1095_rotate_90.0.jpg","jpg","248.0","540.0","Rotated","90.0",,"363"
"366","rep/1095_rotate_180.0.jpg","jpg","248.0","540.0","Rotated","180.0",,"363"
"367","rep/1095_rotate_270.0.jpg","jpg","248.0","540.0","Rotated","270.0",,"363"
"368","rep/1095_cropped_h_0.25.jpg","jpg","248.0","405.0","Cropped_H","0.25",,"363"
"369","rep/1095_cropped_h_0.5.jpg","jpg","248.0","270.0","Cropped_H","0.5",,"363"
"370","rep/1095_cropped_v_0.25.jpg","jpg","186.0","540.0","Cropped_V","0.25",,"363"
"371","rep/1095_cropped_v_0.5.jpg","jpg","124.0","540.0","Cropped_V","0.5",,"363"
"372","rep/1095_comp_0.1.jpg","jpg","248.0","540.0","Compressed","0.1",,"363"
"373","rep/1095_comp_0.3.jpg","jpg","248.0","540.0","Compressed","0.3",,"363"
"374","rep/1095_comp_0.5.jpg","jpg","248.0","540.0","Compressed","0.5",,"363"
"375","rep/1095_comp_0.7.jpg","jpg","248.0","540.0","Compressed","0.7",,"363"
"376","rep/1095_comp__mean_0.0_stdev_0.1.jpg","jpg","248.0","540.0","Gaussian","0.0","0.1","363"
"377","rep/1095_comp__mean_0.0_stdev_0.25.jpg","jpg","248.0","540.0","Gaussian","0.0","0.25","363"
"378","rep/1095_resize_0.5.jpg","jpg","124.0","270.0","Resized","0.5",,"363"
"379","rep/1095_resize_0.8.jpg","jpg","198.0","432.0","Resized","0.8",,"363"
"380","rep/1095_resize_1.2.jpg","jpg","297.0","648.0","Resized","1.2",,"363"
"381","rep/1095_resize_1.5.jpg","jpg","372.0","810.0","Resized","1.5",,"363"
"382","rep/1095_smoothed_kernel_2.jpg","jpg","248.0","540.0","Smoothed","2",,"363"
"383","rep/1095_smoothed_kernel_3.jpg","jpg","248.0","540.0","Smoothed","3",,"363"
"384","rep/1095_gamma_0.25.jpg","jpg","248.0","540.0","Gamma","0.25",,"363"
"385","rep/1095_gamma_0.6.jpg","jpg","248.0","540.0","Gamma","0.6",,"363"
"386","rep/1095_gamma_1.5.jpg","jpg","248.0","540.0","Gamma","1.5",,"363"
"387","rep/1095_gamma_1.8.jpg","jpg","248.0","540.0","Gamma","1.8",,"363"
"388","rep/1095channel_s_0.1.jpg","jpg","248.0","540.0","ChannelS","0.1",,"363"
"389","rep/1095channel_s_-0.1.jpg","jpg","248.0","540.0","ChannelS","-0.1",,"363"
"390","rep/1095channel_v_-0.1.jpg","jpg","248.0","540.0","ChannelV","-0.1",,"363"
"391","rep/1095channel_v_0.1.jpg","jpg","248.0","540.0","ChannelV","0.1",,"363"
"392","rep/1095_h_flipped.jpg","jpg","248.0","540.0","HFlipped",,,"363"
"393","rep/1095_text_15.jpg","jpg","248.0","540.0","Text","15",,"363"
"394","rep/1095_occlusion__radius_3_size_0.1.jpg","jpg","248.0","540.0","Occluded","3","0.1","363"
"395","rep/1095_occlusion__radius_2_size_0.15.jpg","jpg","248.0","540.0","Occluded","2","0.15","363"
"396","src/605.jpg","jpg","450.0","600.0",,,,
"397","rep/605_rotate_30.0.jpg","jpg","450.0","600.0","Rotated","30.0",,"396"
"398","rep/605_rotate_90.0.jpg","jpg","450.0","600.0","Rotated","90.0",,"396"
"399","rep/605_rotate_180.0.jpg","jpg","450.0","600.0","Rotated","180.0",,"396"
"400","rep/605_rotate_270.0.jpg","jpg","450.0","600.0","Rotated","270.0",,"396"
"401","rep/605_cropped_h_0.25.jpg","jpg","450.0","450.0","Cropped_H","0.25",,"396"
"402","rep/605_cropped_h_0.5.jpg","jpg","450.0","300.0","Cropped_H","0.5",,"396"
"403","rep/605_cropped_v_0.25.jpg","jpg","337.0","600.0","Cropped_V","0.25",,"396"
"404","rep/605_cropped_v_0.5.jpg","jpg","225.0","600.0","Cropped_V","0.5",,"396"
"405","rep/605_comp_0.1.jpg","jpg","450.0","600.0","Compressed","0.1",,"396"
"406","rep/605_comp_0.3.jpg","jpg","450.0","600.0","Compressed","0.3",,"396"
"407","rep/605_comp_0.5.jpg","jpg","450.0","600.0","Compressed","0.5",,"396"
"408","rep/605_comp_0.7.jpg","jpg","450.0","600.0","Compressed","0.7",,"396"
"409","rep/605_comp__mean_0.0_stdev_0.1.jpg","jpg","450.0","600.0","Gaussian","0.0","0.1","396"
"410","rep/605_comp__mean_0.0_stdev_0.25.jpg","jpg","450.0","600.0","Gaussian","0.0","0.25","396"
"411","rep/605_resize_0.5.jpg","jpg","225.0","300.0","Resized","0.5",,"396"
"412","rep/605_resize_0.8.jpg","jpg","360.0","480.0","Resized","0.8",,"396"
"413","rep/605_resize_1.2.jpg","jpg","540.0","720.0","Resized","1.2",,"396"
"414","rep/605_resize_1.5.jpg","jpg","675.0","900.0","Resized","1.5",,"396"
"415","rep/605_smoothed_kernel_2.jpg","jpg","450.0","600.0","Smoothed","2",,"396"
"416","rep/605_smoothed_kernel_3.jpg","jpg","450.0","600.0","Smoothed","3",,"396"
"417","rep/605_gamma_0.25.jpg","jpg","450.0","600.0","Gamma","0.25",,"396"
"418","rep/605_gamma_0.6.jpg","jpg","450.0","600.0","Gamma","0.6",,"396"
"419","rep/605_gamma_1.5.jpg","jpg","450.0","600.0","Gamma","1.5",,"396"
"420","rep/605_gamma_1.8.jpg","jpg","450.0","600.0","Gamma","1.8",,"396"
"421","rep/605channel_s_0.1.jpg","jpg","450.0","600.0","ChannelS","0.1",,"396"
"422","rep/605channel_s_-0.1.jpg","jpg","450.0","600.0","ChannelS","-0.1",,"396"
"423","rep/605channel_v_-0.1.jpg","jpg","450.0","600.0","ChannelV","-0.1",,"396"
"424","rep/605channel_v_0.1.jpg","jpg","450.0","600.0","ChannelV","0.1",,"396"
"425","rep/605_h_flipped.jpg","jpg","450.0","600.0","HFlipped",,,"396"
"426","rep/605_text_15.jpg","jpg","450.0","600.0","Text","15",,"396"
"427","rep/605_occlusion__radius_3_size_0.1.jpg","jpg","450.0","600.0","Occluded","3","0.1","396"
"428","rep/605_occlusion__radius_2_size_0.15.jpg","jpg","450.0","600.0","Occluded","2","0.15","396"
"429","src/101.jpg","jpg","501.0","500.0",,,,
"430","rep/101_rotate_30.0.jpg","jpg","501.0","500.0","Rotated","30.0",,"429"
"431","rep/101_rotate_90.0.jpg","jpg","501.0","500.0","Rotated","90.0",,"429"
"432","rep/101_rotate_180.0.jpg","jpg","501.0","500.0","Rotated","180.0",,"429"
"433","rep/101_rotate_270.0.jpg","jpg","501.0","500.0","Rotated","270.0",,"429"
"434","rep/101_cropped_h_0.25.jpg","jpg","501.0","375.0","Cropped_H","0.25",,"429"
"435","rep/101_cropped_h_0.5.jpg","jpg","501.0","250.0","Cropped_H","0.5",,"429"
"436","rep/101_cropped_v_0.25.jpg","jpg","375.0","500.0","Cropped_V","0.25",,"429"
"437","rep/101_cropped_v_0.5.jpg","jpg","250.0","500.0","Cropped_V","0.5",,"429"
"438","rep/101_comp_0.1.jpg","jpg","501.0","500.0","Compressed","0.1",,"429"
"439","rep/101_comp_0.3.jpg","jpg","501.0","500.0","Compressed","0.3",,"429"
"440","rep/101_comp_0.5.jpg","jpg","501.0","500.0","Compressed","0.5",,"429"
"441","rep/101_comp_0.7.jpg","jpg","501.0","500.0","Compressed","0.7",,"429"
"442","rep/101_comp__mean_0.0_stdev_0.1.jpg","jpg","501.0","500.0","Gaussian","0.0","0.1","429"
"443","rep/101_comp__mean_0.0_stdev_0.25.jpg","jpg","501.0","500.0","Gaussian","0.0","0.25","429"
"444","rep/101_resize_0.5.jpg","jpg","250.0","250.0","Resized","0.5",,"429"
"445","rep/101_resize_0.8.jpg","jpg","400.0","400.0","Resized","0.8",,"429"
"446","rep/101_resize_1.2.jpg","jpg","601.0","600.0","Resized","1.2",,"429"
"447","rep/101_resize_1.5.jpg","jpg","751.0","750.0","Resized","1.5",,"429"
"448","rep/101_smoothed_kernel_2.jpg","jpg","501.0","500.0","Smoothed","2",,"429"
"449","rep/101_smoothed_kernel_3.jpg","jpg","501.0","500.0","Smoothed","3",,"429"
"450","rep/101_gamma_0.25.jpg","jpg","501.0","500.0","Gamma","0.25",,"429"
"451","rep/101_gamma_0.6.jpg","jpg","501.0","500.0","Gamma","0.6",,"429"
"452","rep/101_gamma_1.5.jpg","jpg","501.0","500.0","Gamma","1.5",,"429"
"453","rep/101_gamma_1.8.jpg","jpg","501.0","500.0","Gamma","1.8",,"429"
"454","rep/101channel_s_0.1.jpg","jpg","501.0","500.0","ChannelS","0.1",,"429"
"455","rep/101channel_s_-0.1.jpg","jpg","501.0","500.0","ChannelS","-0.1",,"429"
"456","rep/101channel_v_-0.1.jpg","jpg","501.0","500.0","ChannelV","-0.1",,"429"
"457","rep/101channel_v_0.1.jpg","jpg","501.0","500.0","ChannelV","0.1",,"429"
"458","rep/101_h_flipped.jpg","jpg","501.0","500.0","HFlipped",,,"429"
"459","rep/101_text_15.jpg","jpg","501.0","500.0","Text","15",,"429"
"460","rep/101_occlusion__radius_3_size_0.1.jpg","jpg","501.0","500.0","Occluded","3","0.1","429"
"461","rep/101_occlusion__radius_2_size_0.15.jpg","jpg","501.0","500.0","Occluded","2","0.15","429"
"462","src/2220.jpg","jpg","600.0","600.0",,,,
"463","rep/2220_rotate_30.0.jpg","jpg","600.0","600.0","Rotated","30.0",,"462"
"464","rep/2220_rotate_90.0.jpg","jpg","600.0","600.0","Rotated","90.0",,"462"
"465","rep/2220_rotate_180.0.jpg","jpg","600.0","600.0","Rotated","180.0",,"462"
"466","rep/2220_rotate_270.0.jpg","jpg","600.0","600.0","Rotated","270.0",,"462"
"467","rep/2220_cropped_h_0.25.jpg","jpg","600.0","450.0","Cropped_H","0.25",,"462"
"468","rep/2220_cropped_h_0.5.jpg","jpg","600.0","300.0","Cropped_H","0.5",,"462"
"469","rep/2220_cropped_v_0.25.jpg","jpg","450.0","600.0","Cropped_V","0.25",,"462"
"470","rep/2220_cropped_v_0.5.jpg","jpg","300.0","600.0","Cropped_V","0.5",,"462"
"471","rep/2220_comp_0.1.jpg","jpg","600.0","600.0","Compressed","0.1",,"462"
"472","rep/2220_comp_0.3.jpg","jpg","600.0","600.0","Compressed","0.3",,"462"
"473","rep/2220_comp_0.5.jpg","jpg","600.0","600.0","Compressed","0.5",,"462"
"474","rep/2220_comp_0.7.jpg","jpg","600.0","600.0","Compressed","0.7",,"462"
"475","rep/2220_comp__mean_0.0_stdev_0.1.jpg","jpg","600.0","600.0","Gaussian","0.0","0.1","462"
"476","rep/2220_comp__mean_0.0_stdev_0.25.jpg","jpg","600.0","600.0","Gaussian","0.0","0.25","462"
"477","rep/2220_resize_0.5.jpg","jpg","300.0","300.0","Resized","0.5",,"462"
"478","rep/2220_resize_0.8.jpg","jpg","480.0","480.0","Resized","0.8",,"462"
"479","rep/2220_resize_1.2.jpg","jpg","720.0","720.0","Resized","1.2",,"462"
"480","rep/2220_resize_1.5.jpg","jpg","900.0","900.0","Resized","1.5",,"462"
"481","rep/2220_smoothed_kernel_2.jpg","jpg","600.0","600.0","Smoothed","2",,"462"
"482","rep/2220_smoothed_kernel_3.jpg","jpg","600.0","600.0","Smoothed","3",,"462"
"483","rep/2220_gamma_0.25.jpg","jpg","600.0","600.0","Gamma","0.25",,"462"
"484","rep/2220_gamma_0.6.jpg","jpg","600.0","600.0","Gamma","0.6",,"462"
"485","rep/2220_gamma_1.5.jpg","jpg","600.0","600.0","Gamma","1.5",,"462"
"486","rep/2220_gamma_1.8.jpg","jpg","600.0","600.0","Gamma","1.8",,"462"
"487","rep/2220channel_s_0.1.jpg","jpg","600.0","600.0","ChannelS","0.1",,"462"
"488","rep/2220channel_s_-0.1.jpg","jpg","600.0","600.0","ChannelS","-0.1",,"462"
"489","rep/2220channel_v_-0.1.jpg","jpg","600.0","600.0","ChannelV","-0.1",,"462"
"490","rep/2220channel_v_0.1.jpg","jpg","600.0","600.0","ChannelV","0.1",,"462"
"491","rep/2220_h_flipped.jpg","jpg","600.0","600.0","HFlipped",,,"462"
"492","rep/2220_text_15.jpg","jpg","600.0","600.0","Text","15",,"462"
"493","rep/2220_occlusion__radius_3_size_0.1.jpg","jpg","600.0","600.0","Occluded","3","0.1","462"
"494","rep/2220_occlusion__radius_2_size_0.15.jpg","jpg","600.0","600.0","Occluded","2","0.15","462"
"495","src/351.jpg","jpg","900.0","600.0",,,,
"496","rep/351_rotate_30.0.jpg","jpg","900.0","600.0","Rotated","30.0",,"495"
"497","rep/351_rotate_90.0.jpg","jpg","900.0","600.0","Rotated","90.0",,"495"
"498","rep/351_rotate_180.0.jpg","jpg","900.0","600.0","Rotated","180.0",,"495"
"499","rep/351_rotate_270.0.jpg","jpg","900.0","600.0","Rotated","270.0",,"495"
"500","rep/351_cropped_h_0.25.jpg","jpg","900.0","450.0","Cropped_H","0.25",,"495"
"501","rep/351_cropped_h_0.5.jpg","jpg","900.0","300.0","Cropped_H","0.5",,"495"
"502","rep/351_cropped_v_0.25.jpg","jpg","675.0","600.0","Cropped_V","0.25",,"495"
"503","rep/351_cropped_v_0.5.jpg","jpg","450.0","600.0","Cropped_V","0.5",,"495"
"504","rep/351_comp_0.1.jpg","jpg","900.0","600.0","Compressed","0.1",,"495"
"505","rep/351_comp_0.3.jpg","jpg","900.0","600.0","Compressed","0.3",,"495"
"506","rep/351_comp_0.5.jpg","jpg","900.0","600.0","Compressed","0.5",,"495"
"507","rep/351_comp_0.7.jpg","jpg","900.0","600.0","Compressed","0.7",,"495"
"508","rep/351_comp__mean_0.0_stdev_0.1.jpg","jpg","900.0","600.0","Gaussian","0.0","0.1","495"
"509","rep/351_comp__mean_0.0_stdev_0.25.jpg","jpg","900.0","600.0","Gaussian","0.0","0.25","495"
"510","rep/351_resize_0.5.jpg","jpg","450.0","300.0","Resized","0.5",,"495"
"511","rep/351_resize_0.8.jpg","jpg","720.0","480.0","Resized","0.8",,"495"
"512","rep/351_resize_1.2.jpg","jpg","1080.0","720.0","Resized","1.2",,"495"
"513","rep/351_resize_1.5.jpg","jpg","1350.0","900.0","Resized","1.5",,"495"
"514","rep/351_smoothed_kernel_2.jpg","jpg","900.0","600.0","Smoothed","2",,"495"
"515","rep/351_smoothed_kernel_3.jpg","jpg","900.0","600.0","Smoothed","3",,"495"
"516","rep/351_gamma_0.25.jpg","jpg","900.0","600.0","Gamma","0.25",,"495"
"517","rep/351_gamma_0.6.jpg","jpg","900.0","600.0","Gamma","0.6",,"495"
"518","rep/351_gamma_1.5.jpg","jpg","900.0","600.0","Gamma","1.5",,"495"
"519","rep/351_gamma_1.8.jpg","jpg","900.0","600.0","Gamma","1.8",,"495"
"520","rep/351channel_s_0.1.jpg","jpg","900.0","600.0","ChannelS","0.1",,"495"
"521","rep/351channel_s_-0.1.jpg","jpg","900.0","600.0","ChannelS","-0.1",,"495"
"522","rep/351channel_v_-0.1.jpg","jpg","900.0","600.0","ChannelV","-0.1",,"495"
"523","rep/351channel_v_0.1.jpg","jpg","900.0","600.0","ChannelV","0.1",,"495"
"524","rep/351_h_flipped.jpg","jpg","900.0","600.0","HFlipped",,,"495"
"525","rep/351_text_15.jpg","jpg","900.0","600.0","Text","15",,"495"
"526","rep/351_occlusion__radius_3_size_0.1.jpg","jpg","900.0","600.0","Occluded","3","0.1","495"
"527","rep/351_occlusion__radius_2_size_0.15.jpg","jpg","900.0","600.0","Occluded","2","0.15","495"
"528","src/1124.jpg","jpg","343.0","598.0",,,,
"529","rep/1124_rotate_30.0.jpg","jpg","343.0","598.0","Rotated","30.0",,"528"
"530","rep/1124_rotate_90.0.jpg","jpg","343.0","598.0","Rotated","90.0",,"528"
"531","rep/1124_rotate_180.0.jpg","jpg","343.0","598.0","Rotated","180.0",,"528"
"532","rep/1124_rotate_270.0.jpg","jpg","343.0","598.0","Rotated","270.0",,"528"
"533","rep/1124_cropped_h_0.25.jpg","jpg","343.0","448.0","Cropped_H","0.25",,"528"
"534","rep/1124_cropped_h_0.5.jpg","jpg","343.0","299.0","Cropped_H","0.5",,"528"
"535","rep/1124_cropped_v_0.25.jpg","jpg","257.0","598.0","Cropped_V","0.25",,"528"
"536","rep/1124_cropped_v_0.5.jpg","jpg","171.0","598.0","Cropped_V","0.5",,"528"
"537","rep/1124_comp_0.1.jpg","jpg","343.0","598.0","Compressed","0.1",,"528"
"538","rep/1124_comp_0.3.jpg","jpg","343.0","598.0","Compressed","0.3",,"528"
"539","rep/1124_comp_0.5.jpg","jpg","343.0","598.0","Compressed","0.5",,"528"
"540","rep/1124_comp_0.7.jpg","jpg","343.0","598.0","Compressed","0.7",,"528"
"541","rep/1124_comp__mean_0.0_stdev_0.1.jpg","jpg","343.0","598.0","Gaussian","0.0","0.1","528"
"542","rep/1124_comp__mean_0.0_stdev_0.25.jpg","jpg","343.0","598.0","Gaussian","0.0","0.25","528"
"543","rep/1124_resize_0.5.jpg","jpg","171.0","299.0","Resized","0.5",,"528"
"544","rep/1124_resize_0.8.jpg","jpg","274.0","478.0","Resized","0.8",,"528"
"545","rep/1124_resize_1.2.jpg","jpg","411.0","717.0","Resized","1.2",,"528"
"546","rep/1124_resize_1.5.jpg","jpg","514.0","897.0","Resized","1.5",,"528"
"547","rep/1124_smoothed_kernel_2.jpg","jpg","343.0","598.0","Smoothed","2",,"528"
"548","rep/1124_smoothed_kernel_3.jpg","jpg","343.0","598.0","Smoothed","3",,"528"
"549","rep/1124_gamma_0.25.jpg","jpg","343.0","598.0","Gamma","0.25",,"528"
"550","rep/1124_gamma_0.6.jpg","jpg","343.0","598.0","Gamma","0.6",,"528"
"551","rep/1124_gamma_1.5.jpg","jpg","343.0","598.0","Gamma","1.5",,"528"
"552","rep/1124_gamma_1.8.jpg","jpg","343.0","598.0","Gamma","1.8",,"528"
"553","rep/1124channel_s_0.1.jpg","jpg","343.0","598.0","ChannelS","0.1",,"528"
"554","rep/1124channel_s_-0.1.jpg","jpg","343.0","598.0","ChannelS","-0.1",,"528"
"555","rep/1124channel_v_-0.1.jpg","jpg","343.0","598.0","ChannelV","-0.1",,"528"
"556","rep/1124channel_v_0.1.jpg","jpg","343.0","598.0","ChannelV","0.1",,"528"
"557","rep/1124_h_flipped.jpg","jpg","343.0","598.0","HFlipped",,,"528"
"558","rep/1124_text_15.jpg","jpg","343.0","598.0","Text","15",,"528"
"559","rep/1124_occlusion__radius_3_size_0.1.jpg","jpg","343.0","598.0","Occluded","3","0.1","528"
"560","rep/1124_occlusion__radius_2_size_0.15.jpg","jpg","343.0","598.0","Occluded","2","0.15","528"
"561","src/1246.jpg","jpg","400.0","600.0",,,,
"562","rep/1246_rotate_30.0.jpg","jpg","400.0","600.0","Rotated","30.0",,"561"
"563","rep/1246_rotate_90.0.jpg","jpg","400.0","600.0","Rotated","90.0",,"561"
"564","rep/1246_rotate_180.0.jpg","jpg","400.0","600.0","Rotated","180.0",,"561"
"565","rep/1246_rotate_270.0.jpg","jpg","400.0","600.0","Rotated","270.0",,"561"
"566","rep/1246_cropped_h_0.25.jpg","jpg","400.0","450.0","Cropped_H","0.25",,"561"
"567","rep/1246_cropped_h_0.5.jpg","jpg","400.0","300.0","Cropped_H","0.5",,"561"
"568","rep/1246_cropped_v_0.25.jpg","jpg","300.0","600.0","Cropped_V","0.25",,"561"
